,path,id,review_title,stars,reviewDate,reviewNumHelp,reviewVerified,reviewComment
8852,1433203324,R57AFRXLGIN8E,legen----wait for it----dairy,5.0 out of 5 stars,"Reviewed in the United States on November 20, 2014",,Verified Purchase,"Loved it, the book gives a whole new meaning to the title ""I am legend"", and the story's completely different from the movie"
8853,1433203324,R2DPV8H4C29HV9,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on January 11, 2017",,Verified Purchase,Lover character development
8854,B000031KIM,R1DEIZ49IE0NDU,Useful and Good Looking,5.0 out of 5 stars,"Reviewed in the United States on May 1, 2000",6 people found this helpful,,"I have been a Palm user since the days of the Palm 5000.  The Palm Vx is by far the most effective and stylish of all the current PDA's on the market.  The unit is small and easily fits in my front pants pocket.  Half  the time I don't even realize its in there.  The 8mb of memory is perfect  for people who use some of the more memory intensive applications (like  avantgo).  And just to add icing to the cake, I no longer have to worry  about buying batteries.  A great product that was worth every penny."
8855,B000031KIM,RCWEP6RZKBHA,Real Estate Friendly,5.0 out of 5 stars,"Reviewed in the United States on December 28, 2000",25 people found this helpful,,"I have the Palm Vx and have had it for over a year.  It is extremely compatible with Top Producer which is an exhaustive Real Estate program.  I don't know what I would do without my Palm.  It contains absolutely everything that I have done in Real Estate for the past 4 years.  (I had an earlier version of the Palm).  It has every single address, phone number, appointment, dates of conversations with Customer/Clients plus the transcripts of those conversations, financial information, reminds me of appointments and meetings.  Extremely easy to use the graffiti.  I can't understand why anyone would want to lug around a fold up keyboard.  If you get stuck there is already a keyboard that is part of the unit. I was surprised that people lost all their information.  No electronic gadget is perfect, that's why you have to back-up with your computer.  I synchronize every day.  Sometimes twice.  Just depends on how busy my day is.  When I go on vacation I take my palm with me instead of my laptop.  It has every bit of information, personal and business that I could ever want.  My main piece of advice to a new PDA owner is to throw away your paper agenda, learn the graffiti and get moving.  It's fantastic!  The only thing that I find detrimental is the glare of the screen.  I purchased the film that goes over the screen and the glare is now gone. I do want a color palm but have no reason replace my Palm Vx other than I would just like color!"
8856,B000031KIM,RU4OMYQTFTNKC,Pretty much perfect,5.0 out of 5 stars,"Reviewed in the United States on August 15, 2001",23 people found this helpful,,This is a great product.  I've used mine for a year and a half and never had a single hard reset (which causes all data to be lost).  Its small size allows you to protect it with a hard case and still carry it everywhere comfortably in your front pants pocket.  This is great because it means you always have it with you when you want to use it.
8857,B000031KIM,R21HZEY3XY3AOF,An extraordinarily useful device!,5.0 out of 5 stars,"Reviewed in the United States on June 11, 2001",14 people found this helpful,,"I bought my Vx with some mild trepidation that I was wasting my money. I couldn't have been more mistaken, as it has doubled my productivity overnight, earned me a promotion, and allowed me to schedule my commitments much more effeciently. And that was before I loaded Docs to Go and Project@Hand for linking with Word and Excel and Microsoft Project for running my projects from wherever I am at the time. Just having the jobs list and calendar always at hand made an extraordinary difference. Now I can examine and edit project work on the fly, on a bus, up a ladder, in a plane, wherever and whenever, and then hotsync to produce a presentable document, create job sheets and expense accounts etc, at my convenience. For personal use I have not one but two entire Bibles which, with the search routines, make it a very powerful tool for Bible study anywhere and anytime. And there was still room for the Noah Lite dictionary. It is remarkably reliable and has never hicupped. The battery charge lasts at least a week to 10 days with normal use, so I virtually never have to think about it. I am glad I didn't buy a battery model. After seeing two PalmIII's destroyed on account of damage to their screens, one scratched and one smashed, I would strongly recommend using the protective screens and the leather wallet style cover. My only complaint is that the power button is too easily switched on for a device that gets carried around in trouser pockets."
8858,B000031KIM,RDKOTYPDLC2LQ,First PDA purchase,5.0 out of 5 stars,"Reviewed in the United States on April 25, 2000",78 people found this helpful,,"I have looked long (about 2 years) and hard for the ""perfect"" PDA and finally decided to get a PalmVx. As most first time buyers do some research on a purchase this expensive (for a PDA), I looked and read tons of reviews, newsgroup messages, etc.. to try to figure out what is out  there and what will still be there few years from now."
8859,B000031KIM,R375PCCF7QZDAW,consider the sony clie if you're a road warrior,3.0 out of 5 stars,"Reviewed in the United States on January 27, 2001",4 people found this helpful,,"This Palm VX is a great PDA.  But the main problem that i have with it is that I run out of battery power when I have to go to Europe or anywhere for long periods of time.  I don't want to lug around the cradle to charge it and so I think the Sony Clie is better because it allows you to charge directly with the AC adapter.  With the Palm VX, you have to buy the travel kit separately.  Also the Sony Clie delivers more value since it is less expensive and the form factor is just as good."
8860,B000031KIM,RR96RCCTL3YD7,Used alot,5.0 out of 5 stars,"Reviewed in the United States on May 21, 2019",,,More than one over the years
8861,B000031KIM,R12UNYDFK3Q59P,"Slim sexy design, best electronic you can bring with you.",5.0 out of 5 stars,"Reviewed in the United States on March 27, 2001",,,"I bought my palm IIIxe before this, and had always complained about the size. It works great and all but I just want to have a little machine that I don't even feel it when I carry it around."
8862,B000031KIM,R1BT157X0ALV34,Fantastic product...,5.0 out of 5 stars,"Reviewed in the United States on May 20, 2001",3 people found this helpful,,"What can I say?  The Palm Vx, for the money, is the best PDA you can buy.  It syncs FLAWLESSLY with my work Win2K laptop and my home desktop Mac.  Its reliable, the battery life is fantastic, and with 8MB of RAM, I find it MORE THAN ENOUGH for all my games, books and apps!"
8863,B000031KIM,R2DXXAROGYJT78,Best you can get!,4.0 out of 5 stars,"Reviewed in the United States on August 13, 2000",12 people found this helpful,,"I got my Palm V with 8MB upgraded last year and I finally decided to get a  new Palm Vx last month.  The major difference I can see is the SPEED. Palm  Vx is not just a Palm V with 8MB, but it also run much faster. I am very  satisfied with the product and the only 2 things I wish it has are:  1.  Colour Display 2. More Memory (maybe add the ability to expand external  memory) Btw, there are 2 new colours of Palm Vx just came out: Millenium  Blue and Champagne, both look great too!"
8864,B00003006E,R269H3NZ6ZFPMZ,Linksys EZXS55W,5.0 out of 5 stars,"Reviewed in the United States on February 8, 2009",One person found this helpful,Verified Purchase,Quick and easy set up.  Unit connected flawlessly to my Linksys router.  Now all my wired components are actively connected to my now wired and wireless home network.
8865,B00003006E,R34HY1KC1BXXHD,different from the picture,3.0 out of 5 stars,"Reviewed in the United States on December 19, 2009",One person found this helpful,Verified Purchase,"maybe i didnt read the description well,but i recevived something different from the picture, but it works, it's all what matters, but the picture must be updated, because it looks nicer than the picture."
8866,B00003006E,R1NVMFGUSZPXK8,Works great in conjunction with other linksys products,5.0 out of 5 stars,"Reviewed in the United States on March 18, 2006",One person found this helpful,Verified Purchase,I have other linksys routers and switches in my house and this works great in conjuction with them...I have never even had to power anything off...the data flows nicely and smoothly.
8867,B00003006E,ROYG5J4MNNI0Q,fast and small,5.0 out of 5 stars,"Reviewed in the United States on September 8, 2005",3 people found this helpful,Verified Purchase,I can say it is fast enough and small too
8868,B00003006E,R2BUG6418PL8QG,just what I needed,4.0 out of 5 stars,"Reviewed in the United States on December 16, 2008",One person found this helpful,Verified Purchase,I used these products to complete a network of computers where I had 24 computers with only 19 outlets. It let me conect all 24 and network a printer as well. THANK YOU!
8869,B00003006E,R2XBO0DRXFV1TS,Great Product,5.0 out of 5 stars,"Reviewed in the United States on October 24, 2009",,Verified Purchase,"This switch works greatly well. Note that the image showed is an old product. The product is black, smallest (11 cm x 3 cm)and modern. I really recommend this product of Cisco."
8870,B00003006E,R3HGB7JD92OZA6,one port defective out of the box,1.0 out of 5 stars,"Reviewed in the United States on February 19, 2007",2 people found this helpful,Verified Purchase,"I was very disappointed that one port was defective right out of the box.  Troubleshooting this problem cost us several hours as we tried to track down cable, switch, computer and other issues at the same time.  In the end we needed to leave the unit limping along with one lost port while I went to the store to get a replacement.  Historically Lynksys was a good manufacturer -- but this is causing me to reconsider ever using their products again.  This problem cost us a lot of money (time plus a second visit that the customer won't pay for because I wouldn't ask them to compensate me for troubleshooting a bad switch that I provided) and the customer was down for a lot longer than we originally estimated."
8871,B00003006E,R3R1R01RRH8Y1L,Works Great/IT,5.0 out of 5 stars,"Reviewed in the United States on July 5, 2010",One person found this helpful,Verified Purchase,"Use this in my dorm room to allow multiple connections to run from one internet port, works great on the Xbox 360, PC, and multiple laptops with no latency (slowing)."
8872,B00003006E,R3UKPG94NK3CW4,WORKS FINE,5.0 out of 5 stars,"Reviewed in the United States on January 21, 2007",,Verified Purchase,Linksys EZXS55W EtherFast 10/100 5-Port Workgroup Switch WORKS FINE .
8873,B00003006E,R3KJI9ZZBP69YK,Got A refund,1.0 out of 5 stars,"Reviewed in the United States on December 3, 2013",,Verified Purchase,it came and it turned on and nothing hap-end - ran an ip check on the network and nothing - software program ip check in case they changed the interface ip - the program sees my isp router but not this thing
8874,B00004RSYO,R3QV7IA0EMEMQM,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on July 31, 2017",,Verified Purchase,One my favorite versions of Riverdance.  The dvd was exactly as described & I got it sooner than anticipated.
8875,B00004RSYO,R17PVNJCNQOJWI,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on February 23, 2016",,Verified Purchase,My daughter received Riverdance for Christmas and she loves it and now she Riverdanceing throughout thr house.
8876,B00004RSYO,R354EZPWGA498S,Best total Riverdance troupe ever put together,5.0 out of 5 stars,"Reviewed in the United States on March 27, 2017",One person found this helpful,Verified Purchase,Best total Riverdance troupe ever put together. Much better than anything with M. Flatley. Jean and Colin are the best.
8877,B00004RSYO,R10685Q0U8JPP5,Great DVD for the price,4.0 out of 5 stars,"Reviewed in the United States on January 16, 2007",7 people found this helpful,Verified Purchase,Bought this for my 13 year old daughter who does Irish Dancing. My family had seen Riverdance live and did not purchase a DVD so I wanted to get one. The DVD was of good quality and it had great sound. The only drawback I noted was that sometimes the camera would zoom in or out at times when you would not want it to. I found that to be the only drawback and everything else was great and our family really enjoyed watching it.
8878,B00004RSYO,R7RCO6KRJI4MX,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on September 6, 2016",,Verified Purchase,Enjoyed it very much.
8879,B00004RSYO,R1P2QA2D13J1IO,Five Stars,5.0 out of 5 stars,"Reviewed in the United States on March 27, 2015",,Verified Purchase,Great entertainment! Talent beyond comparison...makes me wish I had been granted such remarkable talent.
8880,B00004RSYO,RE7ACUEAFN793,Another Show of Riverdance,5.0 out of 5 stars,"Reviewed in the United States on May 5, 2014",One person found this helpful,Verified Purchase,I couldn't get enough of Riverdance and had to get the next rendition of it even though there were some changes in people. It's such a treat to watch
8881,B00004RSYO,R19PMFLJHMNHR3,Amazing,5.0 out of 5 stars,"Reviewed in the United States on April 2, 2021",,Verified Purchase,Amazing
8882,B00004RSYO,R335FK7OMBYY3D,Quite a production,5.0 out of 5 stars,"Reviewed in the United States on June 17, 2014",One person found this helpful,Verified Purchase,A lot of performers are involved in the making of this musical and everything fits.  I love this type of dancing even if I can't do it myself.
8883,B00004RSYO,R18Q28UGV8PTKT,Don't order this.,2.0 out of 5 stars,"Reviewed in the United States on May 11, 2017",,Verified Purchase,Didn't like it. Old version and wish I hadn't ordered it
8884,B00004S7NT,R1MO8SOJAPAM8,Great for the price,4.0 out of 5 stars,"Reviewed in the United States on April 3, 2001",7 people found this helpful,,"If you don't have a CD player in your car this is almost perfect. It is small, inexpensive, and for me has worked great for over 4 months of constant use.  For the price, the headphones even sound good.  All the features described above work great, and I've experienced great battery life, typically using Energizers."
8885,B00004S7NT,R1BE1K6ZBCYCUB,DANG THIS THING IS TINY!,5.0 out of 5 stars,"Reviewed in the United States on August 16, 2000",56 people found this helpful,,I was in search of a good CD player after my old one quit on me so I  reviewed alot of brands and came up with Panisoniac. At first I was like OK  this is too small to be any good but I took it for a little test with my  mountain bike and I rode it across a gravel road over a speed bump and  anything else I could find and it didn't skip once even with the anti-skip  off! I love music so this is good it puts up with my constant abuse. It is  used at least 5 hours a day on average and it hardly ever needs new  batteries plus there are these special batteries that you can buy and the  player recharges them itself! Because of the price this is a good player  for anyone cause you can do whatever you want with it. That is what  portable players are for!
8886,B00004S7NT,R3DW7TP458PQRI,Nice for the price,4.0 out of 5 stars,"Reviewed in the United States on April 2, 2000",34 people found this helpful,,I chose did product with my faith in panasonic. I did not use a lot of portable CD players so I cannot think of the comparison with other brands. I like this CD play because of the fact that
8887,B00004S7NT,R38FY78Z0DGHUT,"car ok;  home, maybe not . . .",3.0 out of 5 stars,"Reviewed in the United States on January 12, 2001",4 people found this helpful,,------- right out of the box it worked intuitively in my car.
8888,B00004S7NT,RZC5KTTGXWPPY,Gets the job done,5.0 out of 5 stars,"Reviewed in the United States on October 17, 2000",12 people found this helpful,,"I bought this based on other reviews and am more than satisfied with its performance. Driving a small car, I really have no room to mount a cd player, and this one _never_ misses a beat. I keep it in the seat next to me when I am alone and I throw it in the center console when I have company. The anti skipping works swimmingly. And it comes with all you need to turn your car stereo from a crappy tape player to a mediocre cd player (this is based on my crappy stereo and speakers... individual results may vary.) No complaints here, only praise."
8889,B00004S7NT,R1VRNXNUCB2MB6,My loyal old CD Player,5.0 out of 5 stars,"Reviewed in the United States on November 5, 2003",2 people found this helpful,,"I love this CD Player. It has so far lasted me for about for about four years, and only broke once. The only problem I have had with it so far is that the CD open switch can sometime slide open, but the CD usually stays on the disc holder and very rarely comes out of its sturdy little resting spot. However I cannot say anything about the headphones because I got a pair that I have always used, and have become used to instead of using the padded ones that came with it. However my sister uses them and loves them."
8890,B00004S7NT,R75NWEN91Z67K,"Portable Music, Light Weight",5.0 out of 5 stars,"Reviewed in the United States on June 16, 2000",31 people found this helpful,,"When i first got this player i was really impressed with all the stuff it came with (the car kit). It had an AC-Adapter, Car sound converter, a power adapter for the cigarrete lighter slot and overall it's a very good player  ^_^! I listen to all my music on this when i go on trips or school or  anywhere. It reads my CD-R music great and i have no problems with it. The  anti-skip is pretty good though sometimes it skips for no reason... pretty  weird considering i have the a-shock feature on and i'm not even moving the  player. Anyway i get to listen to my music for a long time even on 2 cheap  AA bateries. It's a great CD player and I'm glad i have it"
8891,B00004S7NT,R1823YKD6N1L1K,Does What It Say's On The BOx,4.0 out of 5 stars,"Reviewed in the United States on May 13, 2001",3 people found this helpful,,"The best thing about this cd player is the fact that it can stand up to being dropped on the floor and still plays perfectly without skipping.  This cd player has loads of features like 24 memory programme, hold feature, is lightweight and comes complete with ac adapter and headphones.  This isnt the best package on the market but it serves it purpose  like it's supposed to without causing too much grief"
8892,B00004S7NT,R3756GRRFLT9UT,"It's a good player, but don't drop it!",2.0 out of 5 stars,"Reviewed in the United States on December 2, 2000",10 people found this helpful,,"After my crummy Sony Discman broke two years ago, I tried this Panasonic model. Let me tell you, it has good bass, the batteries don't suck up that much power, ESP is long and it's pretty compact and lightweight. Looks good too with the silver. However, if you are a little rough with it, it might not play another day. I dropped this puppy several times in the first two months. After one big drop exiting my dorm, it could never play again since the plasic hinge broke off, thus making the CD door harder to close. I couldn't play it anymore! I gave it two stars because of it's lack of durrability. It's a great player, but be VERY careful with it!"
8893,B00004S7NT,R2LHPBFG86TT87,"Great CD-player, small, great features, great sound",5.0 out of 5 stars,"Reviewed in the United States on April 10, 2001",10 people found this helpful,,"I have to admit that I was skeptical about a Panasonic after owning an Aiwa portable CD-player. But I was not disappointed with this purchase. The player itself is compact. The features are great. One thing I like is that it actually remembers the settings I choose from one time to the next. My last player didn't do that. The sound that this baby puts out is amazing when I connect it to external speakers. I can't believe it's coming from a portable. The only problem is that the display does not have a back-light, so if you use your player in dark places a lot, you may want to consider a different model."
8894,B00004S88Q,R3B3OR310KAGZK,"Item used - but looks like new, very minor scuff mark.",5.0 out of 5 stars,"Reviewed in the United States on November 3, 2018",,Verified Purchase,"I use with headphones for meditation tapes. I had this item when they first came out - but it was stolen from me.  This one was priced right.  Battery compartment doesn't work - but came with wall adapter.  I didn't plan on using batteries anyway.  Gave 5* for battery life - because when my original unit was new I never had to change them.  Also this unit didn't come with headphones, but I already had some.  I also still had the original instruction booklet that came with mine -  it is kinda hard to figure out how to operate it without it.  (At least for me.)  Was the perfect deal for me.  Can't comment on how it would work for joggers - mine just sits on the nightstand.  Great sound quality because I have some noise cancelling bad-ass headphones.  I would definitely buy from this seller again."
8895,B00004S88Q,R1PXTL4R0IWKNY,Great device that is remarkably well engineered,5.0 out of 5 stars,"Reviewed in the United States on January 1, 2020",,Verified Purchase,"Love this Discman... convenient, small footprint and well built"
8896,B00004S88Q,R10D8626UF0EM4,I was disappointed when the headphones foam protectors was nothing but dust,4.0 out of 5 stars,"Reviewed in the United States on August 24, 2016",,Verified Purchase,"I was disappointed when the headphones foam protectors was nothing but dust , but luckily I had another set of headphones that I was able to use..Happy none the less with the player itself...great sound."
8897,B00004S88Q,RKUQW4SXGVW2Z,It does the job,4.0 out of 5 stars,"Reviewed in the United States on May 19, 2000",27 people found this helpful,,"This Discman does the job quite nicely. I got it to replace a Panasonic portable CD player from 1994 and was pleasantly surprised at how much better it is. The battery life is WAY longer. I haven't actually counted,  but the 16-hour advertised battery life sounds just about right. I used to  use the AC adapter all the time with the Panasonic, but I don't even bother  with this Discman. ESP works great to prevent skipping, and it rarely skips  under normal conditions even without ESP (my old player skipped constantly,  especially in the car). The sound is great. There's two bass settings,  megabass and groove. I find groove to be TOO bass-y, but megabass is just  right. The only feature I really miss is backlighting on the display when  running off AC power. The Panasonic had that, and it made using the player  at night in a car a lot easier. Also, when you hit pause, the player beeps  regularly and frequently. This is good because you don't accidentally leave  it in pause and chew up all your battery life, but it's really irritating  when you've paused it to talk to someone and you keep hearing this beeping."
8898,B00004S88Q,R19ARTLC55KNVV,Great CD Player,5.0 out of 5 stars,"Reviewed in the United States on June 23, 2000",3 people found this helpful,,"This was a great cd player.  I have only had it since June 7, about two weeks ago.  It gets the job done well and has not broken.  It has two kinds of Mega Bass.  It has an adapter plug, which you can also plug a second set  of headphones in so two people can listen.  It has two kinds of volume,  normal and limit, which you can switch if the normal low is too high or the  limit high is too low.  It has repeat, resume, and random, along with all  these other features.  It has Anti Shock, or ESP.  With all these features  this cd player will last you and me a lifetime.  And it won't break any  time soon."
8899,B00004S88Q,R19OJNE6QEO2O7,fairly good cd player,4.0 out of 5 stars,"Reviewed in the United States on August 7, 2000",7 people found this helpful,,"I got this cd player last summer (a year ago) and it's still just as good  as when I got it.  I got an earlier cd player by them a few years before  that, and it's still in the same condition, too.  The ESP on this one is  good, but I've found that it doesn't skip that much even when the ESP is  turned off.  One bad thing is that I've found that it doesn't read cd's  that I've burned and it can't read the next track on burned cd's.  My old  one could, so if you live on custom cd's like some people do, I'd ask other  people to find one that does.  Also, it tends to skip, even with the ESP  on, if it is sitting vertically in a backpack pocket (ex. all those niffty,  new cd-loving backpacks).  All in all, it's a good cd player for most  things."
8900,B00004S88Q,R20STK956KF8I4,A Warning To First-time Sony Users,2.0 out of 5 stars,"Reviewed in the United States on June 7, 2000",10 people found this helpful,,"Maybe you've used Sony since they introduced the portable cd player-- maybe not. If you're considering switching over to them, I'd advise you not to. This doesn't just go for this product, as I found it is the same with  most of their CD players. Allow me to explain:"
8901,B00004S88Q,R1JGQ0EAL8SFEZ,Not something I would buy again,2.0 out of 5 stars,"Reviewed in the United States on July 2, 2000",31 people found this helpful,,"Sony basically makes a pretty lousy portable cd player. I got one for Christmas a year and a half ago, and it might as well be dead. I treat it very well, but somehow :"
8902,B00004S88Q,R30LPZ26MO8K15,Awesome,5.0 out of 5 stars,"Reviewed in the United States on March 10, 2018",,,I had one of these and it broke. I loved it. The headphones wore out and the silver coating wore away. It worked well for quite a few years. I just wore it out after thousands of hours of play. Wish I still had it.
8903,B00004S88Q,R38B4BSVXPO7NB,A great player.  A value at this price.,5.0 out of 5 stars,"Reviewed in the United States on June 21, 2000",4 people found this helpful,,This is a great looking and sounding player.  It's much more sleek than the pictures seem to represent.
8904,B00004RC2D,R3DR357BAMATCV,Every thing I wanted in a PDA,5.0 out of 5 stars,"Reviewed in the United States on October 15, 2004",20 people found this helpful,,"I may be a 21st century man still living in the 1990's, but I believe that newer PDA models have only added costly features that add no real value.  The Palm IIIxe is rugged with an integrated flip case, has more than enough storage space with 8 mb, allows you to upgrade the OS, and offers exemplary battery life.  Very nice examples of this model are available now for next to nothing either used or refurbished (some even new in box).  Ask yourself why do I need a color screen to keep track of my appointments and address book?  Why do I need a rechargeable battery that will give up on me in 3 years, when I can run my IIIxe for over a month with cheap disposable batteries?  Why would I want to try to surf the Internet on such a tiny screen?  Why would I want a wireless phone, PDA, and camera all built into the same expensive unit when I already have a phone and camera that work so well?  For me, the answer was that the IIIxe is every thing I want in a PDA, and nothing more."
8905,B00004RC2D,R25RV2EQF809MR,Great Little Organizer,4.0 out of 5 stars,"Reviewed in the United States on January 28, 2001",29 people found this helpful,,"Franklin-Covey has decided not to print a variety of planner pages, and is effectively forcing everyone to go handheld; so, seemingly without a choice I was reluctant to switch.  I was also an old Sharp Wizard Daytimer Organizer.  For those of you who remember, it had 256 KB of space and also had synchronization software for your PC.  I loved that organizer.  The only complaint I had was that it was sometimes difficult to enter info on the keyboard quickly, and I had a lesser memory unit before that was not durable.  I have to admit that after ordering the Palm IIIxe on a whim, I have been most pleasantly surprised.  I was concerned about learning how to write on the screen.  The graffiti was not at all difficult to figure out.  Within 3 minutes I had it down pat. I love synchronizing my email.  Now, I can just read it on the go rather than sit down and take 30 minutes in the morning before leaving for work.  This alone saves me a tremendous amount of organizational headache.  I just can't say enough about the Hotsync feature.  My only complaint is the lighting on the screen, it's just simply not as well lit, even with the backlight as my old Wizard.  I've also heard others complain about their screens. For the reason that the font is so small, I can't get see getting one of these for anyone who has any vision problems. I'm looking forward to getting to know my new organizational buddy.  I really hate to quit using my Wizard, but the Palm is just so convenient and advanced........I highly recommend it to anyone who is looking to transition to PDAs."
8906,B00004RC2D,R1MT0E9INCL990,"Palm III xe is probably the best ""PDA""",5.0 out of 5 stars,"Reviewed in the United States on May 14, 2004",15 people found this helpful,,"I had my Palm IIIxe for 3 years, it's truely an amazing PDA. When you look around, all the new PDAs offer way too much features for a real PDA. Bid deal, you can use wireless, and surf the web...etc. But come on, why would you want to actually surf the web on such a tiny screen? Look at the battery life on the new PDAs, you have to charge very often (2-3days) compared to the Palm IIIxe. With 2 AAA batteries , this handheld can easily last for 4 weeks (not days). Also the new PDA require you to change the battery approx every year (you can still use it, but you have to charege it every second, as the battery's ability to hold a full charge will continously decreasing). Those special rechargeble batteries easily cost $60 usd +, and the Palm IIIxe uses AAAs, which cost the fractions of those special batteries. It has all the feature a PDA should have, address book, appointments, calendar, and many many add on softwares(like a graphing calculator,games...). A Palm IIIxe can't let you watch movies, listen to MP3s or surf the web, but it help you to meet your daily tasks like any other PDA will do. If you want a true PDA, not those ones that you have to upgrade every year in order to keep up with the newest OS (namely Windows Mobile) and games offer, or spent $$$ on batteries every year, then go get yourself a Palm IIIxe right now, it's a ultimate PDA for the real users."
8907,B00004RC2D,R2JUIJ2YZR71XU,Palm Pilot IIIxe...,5.0 out of 5 stars,"Reviewed in the United States on February 24, 2001",20 people found this helpful,,"It's the perfect combination of flexibility and power. With 8MB of storage capacity, the Palm IIIxe handheld keeps track of thousands of names, addresses, appointments, to-do's and memos with plenty of room to spare for add-on applications. Flash ROM means future upgrades will be a snap. Keep all your meeting times, places, people, phone numbers and other information safely tucked away in this elegant device. Customize the Palm IIIxe organizer with any of the thousands of available applications, from personal productivity tools to enterprise-scale solutions. Choose from hundreds of add-on peripherals like a modem or voice recorder. 8MB stores approximately 10,000 addresses, 5 years of appointments, 3,000 to-do items 3,000 memos, 400 e-mail messages and lots of third-party applications. With the HotSync cradle you can quickly backup and exchange information between your PC (or Mac with additional Mac Pac) and your Palm handheld, as well as many popular PIMs like Symantec ACT! and Microsoft Outlook. Use the infrared beam to exchange business cards, phone lists, data, memos and add-on applications with other IR-enabled Palm OS devices. Items Included in the Box are: Palm IIIxe handheld HotSync cradle Palm Desktop software (PC only Mac Is Aditional) Applications for Palm IIIxe connected organizer Two AAA alkaline batteries (two months life) DB-9 to DB-25 Adapter Getting Started Guide Protective flip cover Handbook for the Palm IIIseries."
8908,B00004RC2D,R22TKJIS0VT30D,Perfect for the organized person...but...,5.0 out of 5 stars,"Reviewed in the United States on May 18, 2000",38 people found this helpful,,"I've been using a Palm IIIx for a year now, and yes, it's a brilliant device- but it's not for everyone. Should you buy one? Yes, if:"
8909,B00004RC2D,RHVY86XB1VQNC,My life before this was in shambles,5.0 out of 5 stars,"Reviewed in the United States on June 8, 2000",4 people found this helpful,,"If you are anything like I used to be before I bought my IIIxe - you had to-do lists, post it notes, and notebooks full of meeting notes.  I chose this version because of the memory - it is the V without the lithium and 2  oz. heavier - but much less $$$.  Plus, with the C it seems as though Palm  is building more on the III platform - no immediate worries about being  obsolete.  I organized a move cross-country, started a new job, and kept  sane thanks to this organizer.  Names are easily found and categorized,  dates are remembered, and life seems a bit saner.  One of the great  functions- is the security function- masking contact information and  denying access to anyone who doesn't have the password.  I worry I may lose  mine due to carelessness - but I don't worry about some stranger calling my  contacts."
8910,B00004RC2D,R15VADGYQJ73MI,Great toy!,4.0 out of 5 stars,"Reviewed in the United States on May 12, 2000",29 people found this helpful,,"Everywhere I look, I see a Palm. I finally decided to see what the big deal was. I was not impressed with my Win CE machine (I like MS, just not in a handheld) so it took a while before I'd try this. I'm an immediate  convert! I never knew there was so much you could do with a Palm and I'm  VERY glad the IIIxe comes with 8 megs. I almost bought a IIIe, just because  I'm a cheapskate- glad I didn't! I used 4 megs in the first week. Books,  games, addresses, star charts, you name it, it's out there!"
8911,B00004RC2D,R2DL1G1E2BTD8N,If I had to do it again...,5.0 out of 5 stars,"Reviewed in the United States on December 6, 2000",61 people found this helpful,,"Someone gave the the Vx as a gift so I can't really say I had a choice in the matter, but if I were buying right now I think I choose the IIIx. If you are at all interested in going beyond the basic calender, address books, note pad functions, then get the models with the extra memory. Vindigo (free Zagat restaurant and updated movie listings) and AvantGo (free newspapers and magazines in electronic formats) will use the space and take your palm experience to a whole new level. If you live in a major city, Vindigo alone makes it worth owning a Palm."
8912,B00004RC2D,R2M62ZUFGJ524A,Happy happy joy joy,5.0 out of 5 stars,"Reviewed in the United States on April 6, 2001",4 people found this helpful,,"I have to admit, I was tempted by the IPaq.  I almost bought one, but then I decided to give the Palm product a try.  I'm so glad now that I didn't spend the extra money."
8913,B00004RC2D,R2E3PO3R7H9X90,Quality Control Issues,1.0 out of 5 stars,"Reviewed in the United States on February 14, 2001",49 people found this helpful,,"I bought a Palm 3 for my wife, and she loved it.  She used it constantly for 45 days, and loaded it up with everything she could think of.  Then... it died - touch screen wouldn't accept input.  She called Palm (take note of the other reviews here with the long calls, and no 800 number).  They told her they could ship her a ""refurbished"" unit to replace it, but she wanted a brand new one (after all, it was only 45 days old and she treated it like gold - no scratches or any other abuse).  They couldn't do it, so she opted for the refund.  To make a long story short, about 20 phone calls, people promising to call back, couldn't find the paperwork from the ""other"" Palm service center, etc... it took 3.5 months to get the refund.  Since then, I've asked around at work and found about 60% of the Palm 3 owners that recently bought their units have had their units die inside the warranty period (one just yesterday, was 8 months old).  No similar problems with the Palm 5 or Palm 7, only the Palm 3's (E, X, and XE).  Apparently, when demand got tight, Palm QC went out the window on the 3 line.  No similar problems with 2 year old + Palm 3's either.  My wife loved (and still does) the OS, and the unit itself, but she will not buy Palm again, after the runaround she (and apparently others here) received.  She will be buying a Handspring or PocketPC - we're not sure yet - but NOT another Palm.  Ask around, you may be surprised at what people are thinking before you buy."
